PROP_NAME,AGE,PROP_HEADING,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,CITY,LATITUDE,LONGITUDE,url
"Arnyam ,Shahunagar, Chinchwad,Pune",,"3 BHK Flat for sale in Chinchwad, Pune",68.0 L,"Arnyam ,Shahunagar, Chinchwad,Pune",1300,5230,"A 3 BHK Apartment for sale in Chinchwad, Pune. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Chinchwad's most desired properties. Contact now for more information. This 3 BHK unit is on floor 3. There are 3 floors in this property. The price of this Apartment is Rs 68.0 L. Maintenance charges come to Rs 700. Each unit has a built-up area of 1300 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near SNBP International School, S N B P School & Jr College, and Golden Fitness...",3.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1aGsF7DBNe9YwgWX48m7HmGLG2aRBxTMf8SD4P6qvyPqG0Z9vXxAaRZk&s
Essen Aishwaryam Hamara,,"1 BHK Flat for sale in Moshi, Pune",27.0 L,"MIDC, Moshi,Pune",530,5090,"A 1 BHK Apartment for sale in Pimpri Chinchwad, Pune. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Pimpri Chinchwad's most desired properties. Contact now for more information. This 1 BHK unit is on floor 6. There are 12 floors in this property. The price of this Apartment is Rs 27.0 L. Maintenance charges come to Rs 2000. Each unit has a built-up area of 530 Square feet. The carpet area is 450 Square feet. There are 1 bedroom. There is provision for 2 bathroom. This residential property is near Disney Kids Pre-School, ...",1.0,Pune,18.618,73.8036,https://images.pexels.com/photos/439391/pexels-photo-439391.jpeg?auto=compress&cs=tinysrgb&w=1200
"Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",95.0 L,"Vetal Nagar, Hadapsar,Pune",1076,8830,"2 BHK Apartment for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Hadapsar. The property is on floor 6 and the total number of floors is 12. This 2 BHK Apartment is available at a reasonable price of Rs 95.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 1076 Square feet. It enjoys a strategic location with many reputed and multispecia...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh2Id5dHqC2rHXkmtupJTtwF--hHi7k73Epg&s
Bhama Golden Nest,,"2 BHK Flat for sale in Undri, Pune",50.0 L,"Bellagio, Undri,Pune",820,6100,"2 BHK Apartment for sale in Pune. This property is in Undri, which is a coveted investment location. This tastefully designed 2 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 10. The total number of floors in this Apartment is 12. The price of the Apartment is Rs 50.0 L. Monthly maintenance charges come to Rs 1500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 820 Square feet. The carpet ...",2.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdDoIhV4akHKqv3GcuUwlcvO2L1aZ7BnXi4Q&s
Om Balaji Darshan,,"1 BHK Flat for sale in Hadapsar, Pune",48.0 L,"Vetal Nagar, Hadapsar,Pune",585,8210,"Looking for a 1 BHK Apartment for sale in Pune? Your search ends here. Buy this 1 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 5 floors. This Apartment is available at a reasonable price of Rs 48.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 585 Square feet. There are a number of reputed schools in the vicinity such as The Lexicon School, Maruti Driving School - Magarpatta City ( The Kothari Wheels ), and The Lexicon School. Medical facility is also close...",1.0,Pune,18.5089,73.924,https://images.pexels.com/photos/209296/pexels-photo-209296.jpeg?auto=compress&cs=tinysrgb&w=1200
Shanti Niketan,,"2 BHK Flat for sale in Hadapsar, Pune",80.0 L,"Vetal Nagar, Hadapsar,Pune",957,8360,"Looking for a 2 BHK Apartment for sale in Pune? Your search ends here. Buy this 2 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 7 floors. This Apartment is available at a reasonable price of Rs 80.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 957 Square feet. There are a number of reputed schools in the vicinity such as The Lexicon School, Maruti Driving School - Magarpatta City ( The Kothari Wheels ), and The Lexicon School. Medical facility is also close...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEvcjWX9CvhOfBspzaLbqRtC1ffyzJPy_vOA&s
"Kunal Riverside,Chinchwad, Pune",,"2 BHK Flat for sale in Chinchwad, Pune",70.0 L,"Kunal Riverside,Chinchwad, Pune",1000,7000,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Pune's top location, Chinchwad. It is situated on floor 4. The total number of floors in this Apartment is 5. The property price of this unit is Rs 70.0 L. Monthly maintenance costs Rs 0. The built-up area is 1000 Square feet. It is an ideal location for young families with kids, as this property is close to Orchids The International School - Nigdi, Dr. D. Y. Patil Institute of Technology, and Good Shepherd Professional Academy - CA Classe...",2.0,Pune,18.6298,73.7997,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGhvdXNlfGVufDB8fDB8fHww
Indra Heights,,"1 BHK Flat for sale in Hadapsar, Pune",65.0 L,"Malwadi, Hadapsar,Pune",800,8130,"Property for sale in Hadapsar, Pune. This 1 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 3. The total number of floors in this building is 4. This Apartment's price is Rs 65.0 L. Homebuyers will also need to pay Rs 600 towards maintenance. This Apartment is a spacious unit, with carpet area of 800 Square feet and is ideal for families. The built-up area is 800 Square feet. The property has 1 bedroom and 1 bathroom. This Apartment is strategically located within close distance of famous healthcare...",1.0,Pune,18.5089,73.924,https://plus.unsplash.com/premium_photo-1661963657305-f52dcaeef418?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Swapna Ganga,,"2 BHK Flat for sale in Pisoli, Pune",44.0 L,"Pisoli, Pune",960,4580,"Looking for a good 2 BHK Apartment in Pisoli, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 2200. This modern unit has a built-up area of 960 Square feet. The carpet area of this Apartment is 750 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Diva Clinic - Best Gynecologist in Undri - Pune | MBBS - DNB - CCGDM | Women Health Care Specialist, Healthy Apple Hospital Clinic, Medical, Lab, and Dr. Masal Hospital. Established schools, such as H...",2.0,Pune,18.4547,73.9016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNOI6gFWooV1HQBqdG0NMlkWohCWPDtxSyiA&s
Mantra Moments,,"2 BHK Flat for sale in Moshi, Pune",39.0 L,"MIDC, Moshi,Pune",630,6190,"One of the finest property in Pimpri Chinchwad is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 11. It is a 12 storeyed building. The price of this Apartment is Rs 39.0 L. Other charges when you move into this property include maintenance, which is Rs 2000. This Apartment is spacious with a built-up area of 630 Square feet. There are 2 bedrooms and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Maruti Driving School, Disney Kids Pre-School, and Beacon High School. It is also cl...",2.0,Pune,18.618,73.8036,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
Aishwaryam Ventures,,"3 BHK Flat for sale in Chinchwad, Pune",95.0 L,"MIDC, Chinchwad,Pune",1100,8640,"One of the finest property in Chinchwad is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 10. It is a 12 storeyed building. Other charges when you move into this property include maintenance, which is Rs 2500. This Apartment is spacious with a built-up area of 1100 Square feet. The carpet area is 860 Square feet. There are 3 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Good Shepherd Professional Academy - CA Classes in Pune,CS Classes Pune,CMA Classes Best CA/CS/C...",3.0,Pune,18.6298,73.7997,https://images.unsplash.com/photo-1582268611958-ebfd161ef9cf?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjZ8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Kohinoor Ambrosia,,"1 BHK Flat for sale in Hadapsar, Pune",38.0 L,"Sai Colony, Hadapsar,Pune",700,5430,"Property for sale in Hadapsar, Pune. This 1 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 9. Homebuyers will also need to pay Rs 2000 towards maintenance. This Apartment is a spacious unit, with carpet area of 650 Square feet and is ideal for families. The built-up area is 700 Square feet. The property has 1 bedroom and 1 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Dr.Swetha's Sanjeev...",1.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
"Chinchwad Gaon, Chinchwad,Pune",,"2 BHK Flat for sale in Chinchwad, Pune",60.0 L,"Chinchwad Gaon, Chinchwad,Pune",900,6670,"Looking for a good 2 BHK Apartment in Chinchwad, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 6. Total number of floors is 6. Maintenance charges of this property is Rs 1700. This Apartment is available for Rs 62.0 L. This modern unit has a built-up area of 900 Square feet. The carpet area of this Apartment is 765 Square feet. There are 2 bedrooms and 2 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as ...",2.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0WQqK3erZrT8CVJGb0GYtcdsFtswqB00eYw&s
"Prayeja City,Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",72.0 L,"Prayeja City,Vetal Nagar, Hadapsar,Pune",1038,6940,"A 2 BHK Apartment for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 8 floors in this property. The price of this Apartment is Rs 72.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 1038 Square feet. There are 2 bedrooms. This residential property is near The Lexicon School, Maruti Driving School - Magarpatta City ( The Kothari Wheels ), and The Lexicon School. It is...",2.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
"Siddhivinayak Sankalp,Bellagio, Undri,Pune",,"3 BHK Flat for sale in Undri, Pune",65.0 L,"Siddhivinayak Sankalp,Bellagio, Undri,Pune",1400,4640,"A 3 BHK Apartment for sale in Undri, Pune. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Undri's most desired properties. Contact now for more information. This 3 BHK unit is on floor 1. There are 4 floors in this property. Maintenance charges come to Rs 0. Each unit has a built-up area of 1400 Square feet. There are 3 bedrooms. This residential property is near Hare Krishna Motor Driving School, Vibgyor High School, and Delhi Public School. It is also close to Satyanand Hospital - Best Elderly Care In Pune, Diva Clinic ...",3.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
"Gawade Nagar, Chinchwad,Pune",,"3 BHK Flat for sale in Chinchwad, Pune",95.0 L,"Gawade Nagar, Chinchwad,Pune",1265,7510,"A 3 BHK Apartment for sale in Chinchwad, Pune. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Chinchwad's most desired properties. Contact now for more information. This 3 BHK unit is on floor 5. There are 9 floors in this property. Maintenance charges come to Rs 2700. Each unit has a built-up area of 1265 Square feet. The carpet area is 965 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near S N B P School & Jr College, Podar International School, and Learn-o-pedia Acad...",3.0,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrEVcQID71Al1Cd1BGdOjKlTKcm11bQzjNGg&s
Adreno Towers,,"2 BHK Flat for sale in Hadapsar, Pune",1.35 Cr,"Amanora Park Town, Hadapsar,Pune",974,13860,"2 BHK Apartment for sale in Hadapsar, Pune. This 2 BHK unit is available in Hadapsar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Hadapsar. It is on floor 31. The total number of floors is 32. The price of this Apartment is Rs 1.35 Cr. It is a good, spacious Apartment unit with carpet area of 749 Square feet. The built-up area is 974 Square feet. There are 2 bedrooms and 2 bathroom. The property is South-East-facing. This property is at a walking dis...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
"Asthavinayak society,MIDC, Pimpri,Pune",,"2 BHK Flat for sale in Pimpri, Pune",58.0 L,"Asthavinayak society,MIDC, Pimpri,Pune",1000,5800,"One of the finest property in Pimpri Chinchwad is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 2 storeyed building. The price of this Apartment is Rs 58.0 L. Other charges when you move into this property include maintenance, which is Rs 1000. This Apartment is spacious with a built-up area of 1000 Square feet. The carpet area is 880 Square feet. It is a East-facing property with a good view. There are 2 bedrooms and 2 bathroom. Kids area is also present. This property ensures you are a quick distance away from the cit...",2.0,Pune,18.618,73.8036,https://plus.unsplash.com/premium_photo-1661883982941-50af7720a6ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8YmVhdXRpZnVsJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
