PROP_NAME,PROP_HEADING,AGE,PRICE,CITY,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
"Sahapur, New Alipore,Kolkata","2 BHK Flat for sale in New Alipore, Kolkata",,1.05 Cr,Kolkata,"Sahapur, New Alipore,Kolkata",1100,9540,"Looking for a good 2 BHK Apartment in Alipore, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 4. Maintenance charges of this property is Rs 1600. This Apartment is available for Rs 1.1 Cr. This modern unit has a built-up area of 1100 Square feet. The carpet area of this Apartment is 950 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Woodlands Service Station, The Calcutta Medical Research Institute, and Ramakrishna Mission ...",2.0,22.5058805,88.3264025,https://images.unsplash.com/photo-1710883727450-d3a0ab1bbbe3?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Merlin Residency,"3 BHK Flat for sale in Tollygunge, Kolkata",,2.5 Cr,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",1916,13050,"Looking for a good 3 BHK Apartment in Tollygunge, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 10. Total number of floors is 13. This Apartment is available for Rs 2.5 Cr. This modern unit has a built-up area of 1916 Square feet. It is very close to some of city's best hospitals, such as, AMRI Hospital Dhakuria, AMRI Hospital Dhakuria, and Ramakrishna Mission Seva Pratishthan. Established schools, such as Sri Sri Academy, Dav Public School, and Future Foundation School are also close-by",3.0,22.4874821,88.3430889,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
Rohini Apartment,"2 BHK Flat for sale in Ganguly Bagan, Kolkata",,30.0 L,Kolkata,"Ganguly Bagan, Kolkata",800,3750,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Garia. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 4 floors. This Apartment is available at a reasonable price of Rs 30.0 L. Maintenance charges in this property is Rs 500. The built up area of this property is 800 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Future Foundation School, Kishore Vidyapith, and Ram Mohan Mission School, Kol-700045 Ph. 033-24...",2.0,22.4776682,88.3761913,https://images.pexels.com/photos/271795/pexels-photo-271795.jpeg?auto=compress&cs=tinysrgb&w=800
bangur avenue,"2 BHK Flat for sale in Lake Town, Kolkata",,30.0 L,Kolkata,"Bangur, Lake Town,Kolkata",675,4440,"Looking for a good 2 BHK Apartment in Lake Town, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 5. Maintenance charges of this property is Rs 400. This Apartment is available for Rs 30.0 L. This modern unit has a built-up area of 675 Square feet. The carpet area of this Apartment is 625 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Apollo Gleneagles Hospitals, Peerless Hospital, and Apollo Gleneagles Hospitals. Established...",2.0,22.6058664,88.4111278,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYjnau-ssXtHUBnLB-kKdlbxxPiL5A8mvNps2yJe56qMnE2CJF1vCF9cg&s
Ananya Apartment,"2 BHK Flat for sale in Dum Dum Park, Kolkata",,28.0 L,Kolkata,"Dum Dum Park, Kolkata",750,3730,"Property for sale in Dum Dum Park, Kolkata. This 2 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 5. This Apartment's price is Rs 28.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 750 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Apollo Gleneagles Hospitals, Peerless Hospital, and Apollo Gleneagles Hospitals. Schools like Aditya Academy, Guruku...",2.0,22.6210988,88.3978255,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
"Tollygunge, Kolkata","2 BHK Flat for sale in Tollygunge, Kolkata",,67.0 L,Kolkata,"Tollygunge, Kolkata",880,7610,"2 BHK Apartment for sale in Kolkata. This property is in Tollygunge, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 2. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 67.0 L. Monthly maintenance charges come to Rs 2000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 880 Square feet....",2.0,22.498636,88.3453908,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ-q8tz9MVUn4YbXb-PK4rdR5mtDaJK_ODRr80Z5mbeHhooIxAIO0oZ2c&s
Magnolia City,"2 BHK Flat for sale in Barasat, Kolkata",,20.0 L,Kolkata,"Barasat, Kolkata",760,2630,"2 BHK Apartment for sale in Kolkata. This property is in Barasat, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 20.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 760 Square feet. Some ...",2.0,22.7240295,88.4889199,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0WQqK3erZrT8CVJGb0GYtcdsFtswqB00eYw&s
"Jadavpur, Kolkata","2 BHK Flat for sale in Jadavpur, Kolkata",,45.0 L,Kolkata,"Jadavpur, Kolkata",1000,4500,"One of the finest property in Jadavpur is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 3 storeyed building. The price of this Apartment is Rs 45.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 1000 Square feet. This property ensures you are a quick distance away from the city's best schools such as Delhi Public School (Junior School), Future Foundation School, and Tree House Play Group. It is also close to good and reputed hospit...",2.0,22.495499,88.3709006,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5XKuF2kHCEDX4hbLtLhV6ETkyjvZNmck23N3EgF9jeaVt7ZKga9lRXYo&s
Sneha Garden,"2 BHK Flat for sale in Alipore, Kolkata",,40.0 L,Kolkata,"Alipore, Kolkata",750,5330,"2 BHK Apartment for sale in Alipore, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Alipore which is a promising investment destination in Kolkata. This might be your chance to grab the best 2 BHK property for sale in Alipore. The property is on floor 3 and the total number of floors is 5. This 2 BHK Apartment is available at a reasonable price of Rs 40.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 610 Square feet. The built-up area is 750 Square feet. Th...",2.0,22.5264928,88.3323692,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
"Samajgarh,Azadgarh, Regent Park,Kolkata","3 BHK Flat for sale in Regent Park, Kolkata",,42.0 L,Kolkata,"Samajgarh,Azadgarh, Regent Park,Kolkata",1273,3300,"3 BHK Apartment for sale in Regent Park, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Regent Park which is a promising investment destination in Kolkata. This might be your chance to grab the best 3 BHK property for sale in Regent Park. The property is on floor 2 and the total number of floors is 4. This 3 BHK Apartment is available at a reasonable price of Rs 42.0 L. It is a very spacious property, spread over 1000 Square feet. The built-up area is 1273 Square feet. This property has provision for 3 bathroom. ...",3.0,22.4817518,88.3543065,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1aGsF7DBNe9YwgWX48m7HmGLG2aRBxTMf8SD4P6qvyPqG0Z9vXxAaRZk&s
Golf Green Urban Complex,"3 BHK Flat for sale in Golf Green, Kolkata",,65.0 L,Kolkata,"Golf Green, Kolkata",1000,6500,"Property for sale in Golf Green, Kolkata. This 3 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 4. This Apartment's price is Rs 65.0 L. Homebuyers will also need to pay Rs 40 towards maintenance. This Apartment is a spacious unit, with carpet area of 850 Square feet and is ideal for families. The built-up area is 1000 Square feet. The property has 3 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous h...",3.0,22.4913328,88.3618382,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
"Barasat, Kolkata","1 RK Flat for sale in Barasat, Kolkata",,5.0 L,Kolkata,"Barasat, Kolkata",350,1430,"1 RK Apartment for sale in Kolkata. This property is in Barasat, which is a coveted investment location. This tastefully designed 1 RK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 1 RK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 3. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 5.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 350 Square feet. This prop...",,22.7240295,88.4889199,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Bhowanipore, Kolkata","10 BHK Independent House for sale in Bhowanipore, Kolkata",,4.0 Cr,Kolkata,"Bhowanipore, Kolkata",4992,8010,"Property for sale in Bhowanipore, Kolkata. This 10 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 4.0 Cr. The built-up area is 4992 Square feet. The property has 10 bedrooms and 9 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as SSKM & IPGMER Hospital, SSKM & IPGMER Hospital, and SSKM & IPGMER Hospital. Schools like St Xavier Collegiate School, Birla High School Senior Section, and Modern High Schoo...",10.0,22.5325844,88.3454429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNKpNBASdiLZdhZBo7TnqnUHUXaIm6xFNTkwaZZVGwMXfDdsZbQX9XxgQ&s
"Chakraborty Para, Barrackpore,Kolkata","5+ BHK Independent House for sale in Barrackpore, Kolkata",,70.0 L,Kolkata,"Chakraborty Para, Barrackpore,Kolkata",2205,3170,"Check out this 5+ BHK Independent House for sale in Barrackpore, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 5+ BHK Independent House is perfect for a modern-day lifestyle. Barrackpore is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 70.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 2205 Square feet built-up area. The unit has 6 bedrooms and 2 bathroom. Educational institutions...",,22.7148917,88.3922607,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&w=1200
"Jorabagan, Kolkata","10 BHK Independent House for sale in Jorabagan, Kolkata",,6.5 Cr,Kolkata,"Jorabagan, Kolkata",4100,15850,"A 10 BHK Independent House for sale in Jorabagan, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 10 BHK unit with all the modern-day comforts is one of Jorabagan's most desired properties. Contact now for more information. The price of this Independent House is Rs 6.5 Cr. Each unit has a built-up area of 4100 Square feet. There are 10 bedrooms. There is provision for 8 bathroom. This residential property is near Sri BV Mullick Bari Vidyalaya, Hari Ganga Vidyalaya, and Metropolitan Institute. It is also close to R.G. Kar Medical College and Hospital, Kolkata Police H...",10.0,22.5903989,88.3571238,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdrCyttMFxMuKXHL8cFF-q4_VVTMoQx3q8ag&s
"Goa Bagan, Maniktala,Kolkata","4 BHK Independent House for sale in Maniktala, Kolkata",,1.0 Cr,Kolkata,"Goa Bagan, Maniktala,Kolkata",1300,7690,"4 BHK Independent House for sale in Maniktala, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Maniktala which is a promising investment destination in Kolkata. This might be your chance to grab the best 4 BHK property for sale in Maniktala. This 4 BHK Independent House is available at a reasonable price of Rs 1.0 Cr. The built-up area is 1300 Square feet. This property has provision for 1 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Apollo Gleneagles...",4.0,22.5891973,88.3724999,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Chakraborty Apartment,"2 BHK Flat for sale in Tollygunge, Kolkata",,16.0 L,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",500,3200,"Looking for a good 2 BHK Apartment in Tollygunge, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 3. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 16.0 L. This modern unit has a built-up area of 500 Square feet. It is very close to some of city's best hospitals, such as, Fortis Hospital and kidney Institute, Rash Behari, Kolkata, M R Bangur Hospital, and AMRI Hospital - Dhakuria. Established schools, such as MNG Healthcare - Leading Nursing Training In...",2.0,22.4874821,88.3430889,https://images.unsplash.com/photo-1582268611958-ebfd161ef9cf?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjZ8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
NBCC Vibgyor Towers,"4 BHK Flat for sale in New Town, Kolkata",,85.0 L,Kolkata,"Action Area I, New Town,Kolkata",1578,5390,"Property for sale in New Town, Kolkata. This 4 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 8. The total number of floors in this building is 14. Homebuyers will also need to pay Rs 3000 towards maintenance. The built-up area is 1578 Square feet. The property has 4 bedrooms and 4 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Fulcrum Health Services, Ohio Hospital, and Tata Medical Center. Schools like The Newtown School,Kolkata, De...",4.0,22.5786581,88.4684426,https://images.unsplash.com/photo-1649083048381-520a5b3d91ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
