PROP-NAME,PROP_HEADING,CITY,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Adityaram Nagar Phase 5,"4 BHK Villa for sale in Panaiyur, Chennai",Chennai,,2.6 Cr,"Adityaram Nagar, Panaiyur,Chennai",3500,7430,"Looking for a good 4 BHK Villa in Panayur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 100. This Villa is available for Rs 2.6 Cr. This modern unit has a built-up area of 3500 Square feet. The carpet area of this Villa is 3200 Square feet. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, Swaram Specialty Hospital, Trustlife Medical Centre, and Siva Clinic. Established schools, such as Narayana E-Techno School, Sholinganallur, SHRI SHAKTHI VIDYALA...",4.0,12.896311,80.2425181,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyvVnIDMTlT1_7PL7zTBrKzpjC369cK-hsdGmFG8Tb8C6EnmMqkwGRJXQ&s
Pacifica Happiness Towers,"4 BHK Flat for sale in Padur, Chennai",Chennai,,1.25 Cr,"Padur, Chennai",2232,5600,"One of the finest property in Padur is now available for sale. This is a 4 BHK Apartment posted directly by owner. Make it yours now. It is on floor 0. It is a 15 storeyed building. Other charges when you move into this property include maintenance, which is Rs 5580. This Apartment is spacious with a built-up area of 2232 Square feet. The carpet area is 2000 Square feet. It is a North-facing property with a good view. There are 4 bedrooms and 4 bathroom. Lift facility is also available. This is a gated community. This property is equipped with cctv facility. Other facilities include Gym, Commu...",4.0,12.7974332,80.2232222,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Pacifica Aurum Villas,"4 BHK Villa for sale in Padur, Chennai",Chennai,,1.4 Cr,"Padur, Chennai",2117,6610,"Looking for a good 4 BHK Villa in Padur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 5000. This modern unit has a built-up area of 2117 Square feet. There are 4 bedrooms and 3 bathroom. It is very close to some of city's best hospitals, such as, Chettinad Hospital And Research Institute, SUPREME SPECIALITY HOSPITALS, and Chettinad Health City. Established schools, such as E2E INSTITUTE, KIDZEE KELAMBAKKAM, and Chennai Mathematical Institute are also close-by",4.0,12.7974332,80.2232222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
Godrej Palm Grove,"3 BHK Flat for sale in Chembarambakkam, Chennai",Chennai,,94.6 L,"Chembarambakkam, Chennai",1426,6630,"3 BHK Apartment for sale in Chennai. This property is in Chembarambakkam, which is a coveted investment location. This tastefully designed 3 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 19. The total number of floors in this Apartment is 19. The price of the Apartment is Rs 94.6 L. Monthly maintenance charges come to Rs 5000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1426 Squa...",3.0,13.016769,80.1367942,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
Jain Inseli Park,"2 BHK Flat for sale in Padur, Chennai",Chennai,,60.0 L,"Padur, Chennai",1121,5350,"2 BHK Apartment for sale in Chennai. This property is in Padur, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 11. The total number of floors in this Apartment is 12. The price of the Apartment is Rs 60.0 L. Monthly maintenance charges come to Rs 3000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1121 Square feet. I...",2.0,12.7974332,80.2232222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbK5BVLKsuokYH9ArZvKKJJcrmBFEpw0NWpw&s
Pacifica Pride Towers,"2 BHK Flat for sale in Padur, Chennai",Chennai,,67.0 L,"Padur, Chennai",1261,5310,"Situated in Padur, OMR, Chennai south, Pacifica Aurum is a well planned society that offers a pleasant living experience to its residents. This 2 BHK apartment in Chennai South is your opportunity to be a part of this community. The apartment is having an open layout and an open kitchen with a breakfast table that adds to the beauty of the flat. Spacious living and dining area opens to a balcony with a beautiful view.  Master bedroom has wooden flooring that adds to the charm of the apartment. This is a recently handed over apartment. Pacifica Aurum is designed very well to provide modern faci...",2.0,12.7974332,80.2232222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
Prestige Courtyards by Prestige Estates Projects Ltd.,"3 BHK Flat for sale in Sholinganallur, Chennai",Chennai,,1.32 Cr,"Sholinganallur, Chennai",1689,7820,"Property for sale in Sholinganallur, Chennai. This 3 BHK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 3. The total number of floors in this building is 3. This Apartment's price is Rs 1.32 Cr. The built-up area is 1689 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Apollo Cradle & Childrens Hospital Karapakkam, Dr. Mohan's Diabetes Specialities Centre - OMR, and Gleneagles Global Health City. Schools like Narayana E-Techno School, Sh...",3.0,12.9174426,80.2164902,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
Purva Windermere,"1 RK Flat for sale in Pallikaranai, Chennai",Chennai,,45.0 L,"Pallikaranai, Chennai",620,7260,"Property for sale in Pallikaranai, Chennai. This 1 RK Apartment is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 7. This Apartment's price is Rs 45.0 L. Homebuyers will also need to pay Rs 2000 towards maintenance. The built-up area is 620 Square feet. The property has 1 bedroom and 1 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Dr. Kamakshi Memorial Hospital, Arun Hospital, and V Cure Hospital. Sch...",,12.9304748,80.2077692,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTZ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
Golden Opulence by Golden Homes,"2 BHK Flat for sale in Poonamallee, Chennai",Chennai,,60.0 L,"Poonamallee, Chennai",1093,5490,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Chennai's top location, Poonamallee. It is situated on floor 7. The total number of floors in this Apartment is 17. The property price of this unit is Rs 60.0 L. The built-up area is 1093 Square feet. It is an ideal location for young families with kids, as this property is close to St Joseph Nursery and Primary School, Kidzee, and Sundar Matriculation Higher Secondary School. Healthcare facility is also close at hand with Be Well Hospital...",2.0,13.0455914,80.1137274,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP_PwpC1OYnhS3DnBsvvlHPLiDIDM7wehSA&s
SSM Nagar,"3 BHK Flat for sale in Perungalathur, Chennai",Chennai,,52.0 L,"Perungalathur, Chennai",1317,3950,"Check out this 3 BHK Apartment for sale in New Perungalathur, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. New Perungalathur is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 52.0 L. Residents in this property pay Rs 3200 towards maintenance. This property is a modern-day abode, with 1317 Square feet built-up area. ...",3.0,12.9262201,80.1002602,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
Aurum Villas,"3 BHK Villa for sale in Padur, Chennai",Chennai,,1.65 Cr,"Padur, Chennai",2150,7670,"3 BHK Villa for sale in Padur, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Padur which is a promising investment destination in Chennai. This might be your chance to grab the best 3 BHK property for sale in Padur. This 3 BHK Villa is available at a reasonable price of Rs 1.65 Cr. It is a very spacious property, spread over 2000 Square feet. The built-up area is 2150 Square feet. This property has provision for 3 bathroom. This property is auspiciously built and is South-facing. It enjoys a strategic location with ...",3.0,12.7974332,80.2232222,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&w=1200
MP Silver Bells,"2 BHK Flat for sale in Kundrathur, Chennai",Chennai,,45.0 L,"Kundrathur, Chennai",711,6330,"2 BHK Apartment for sale in Kundrathur, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kundrathur which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Kundrathur. The property is on floor 1 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 45.0 L. The built-up area is 711 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Madha Medical Colle...",2.0,12.9920469,80.1215648,https://images.unsplash.com/photo-1621070659899-40b6b6f6731d?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU1fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Casagrand Arena,"3 BHK Villa for sale in Oragadam Ambattur, Chennai",Chennai,,1.25 Cr,"Oragadam Ambattur, Chennai",1545,8090,"A 3 BHK Villa for sale in Oragadam, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Oragadam's most desired properties. Contact now for more information. Each unit has a built-up area of 1545 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near Ambattur Government Primary School, CSI School, and Sankara Vidyalaya High School. It is also close to Sir Ivan Stedeford Hospital, Mother's Speciality Hospital, and Oragadam Corporation Hospital",3.0,13.1297876,80.1536771,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Casagrand Arena,"3 BHK Villa for sale in Oragadam Ambattur, Chennai",Chennai,,80.0 L,"Oragadam Ambattur, Chennai",1352,5920,"3 BHK Villa for sale in Chennai. This property is in Oragadam, which is a coveted investment location. This tastefully designed 3 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. The price of the Villa is Rs 80.0 L. Monthly maintenance charges come to Rs 2200. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1352 Square feet. It has 2 bathroom and 3 bedrooms. Some of the very well-known and reputed speciality hospitals like...",3.0,13.1297876,80.1536771,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReHmictO0cV3ZSICgtYPl7zOfMfZCR6iEdG8P-KVmU4bfxePk-l25JeJ4&s
MP Silver Bells,"2 BHK Flat for sale in Kundrathur, Chennai",Chennai,,45.0 L,"Kundrathur, Chennai",711,6330,"A 2 BHK Apartment for sale in Kundrathur, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Kundrathur's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 3 floors in this property. The price of this Apartment is Rs 45.0 L. Each unit has a built-up area of 711 Square feet. There are 2 bedrooms. This residential property is near Sri Krish International School, Peace On Green Earth Public School, and CommuniKARE Multi Rehab & Hearing Aid Center. It is also close to Mad...",2.0,12.9920469,80.1215648,https://images.unsplash.com/photo-1628744876497-eb30460be9f6?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGJlYXV0aWZ1bCUyMGhvdXNlfGVufDB8fDB8fHww
MP Silver Bells,"2 BHK Flat for sale in Kundrathur, Chennai",Chennai,,45.0 L,"Kundrathur, Chennai",711,6330,"Looking for a good 2 BHK Apartment in Kundrathur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 3. This Apartment is available for Rs 45.0 L. This modern unit has a built-up area of 711 Square feet. It is very close to some of city's best hospitals, such as, Madha Medical College and Madha Hospital - Super Speciality Hospital Chennai, Kundrathur government hospital, and Maha Periyavaa Homoeopathy Clinic. Established schools, such as Sri Krish International School, Peace On Green Earth...",2.0,12.9920469,80.1215648,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
CasaGrand Savoye,"2 BHK Flat for sale in Karapakkam, Chennai",Chennai,,72.0 L,"Karapakkam, Chennai",1037,6940,"2 BHK Apartment for sale in Chennai. This property is in Karapakkam, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 2. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 72.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1037 Square feet. T...",2.0,12.9117073,80.2277203,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNKpNBASdiLZdhZBo7TnqnUHUXaIm6xFNTkwaZZVGwMXfDdsZbQX9XxgQ&s
