PROP_NAME,CITY,PROP_HEADING,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Radiant Lake View,Bangalore,"2 BHK Flat for sale in Medahalli, Bangalore",,49.0 L,"Medahalli, Bangalore",1000,4900,"Check out this 2 BHK Apartment for sale in Medahalli, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Medahalli is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 49.0 L. Residents in this property pay Rs 2760 towards maintenance. This property is a modern-day abode, with 1000 Square feet built-up area. The carpet-a...",2.0,13.0278454,77.7206079,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTV8fGhvdXNlfGVufDB8fDB8fHww
MJ Azaliya,Bangalore,"2 BHK Flat for sale in Choodasandra, Bangalore",,58.0 L,"Choodasandra, Bangalore",1279,4530,"One of the finest property in Choodasandra is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 58.0 L. Other charges when you move into this property include maintenance, which is Rs 3000. This Apartment is spacious with a built-up area of 1279 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Amrita Viyalaya, Amrita Vidyalaya New, and Notre Dame Academy. It is also close to good a...",2.0,12.8883623,77.6799727,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8MjvnbSc6liQnQkA4CxF3EUwZ9u_tAZ1zFw&s
"Electronic City Phase II, Bangalore",Bangalore,"3 BHK Flat for sale in Electronic City Phase II, Bangalore",,56.0 L,"Electronic City Phase II, Bangalore",1300,4310,"Check out this 3 BHK Apartment for sale in Electronic City, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Electronic City is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 56.0 L. Residents in this property pay Rs 3500 towards maintenance. This property is a modern-day abode, with 1300 Square feet built-up area. ...",3.0,12.8436744,77.6549438,https://plus.unsplash.com/premium_photo-1661883982941-50af7720a6ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8YmVhdXRpZnVsJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Mana Charisma,Bangalore,"3 BHK Flat for sale in Kadubeesanahalli, Bangalore",,73.0 L,"Kadubeesanahalli, Bangalore",1500,4870,"On road appartment, near to outer ring Road.
Surrounded by IT parks like CISCO,JP Morgan,Prestige Tech Park.
Schools like New Horizon,Geethanjali and Orchid are within walking range.
Appartment has Swimming pool,gym, banquet Hall, Vistors Parking,Kids Park and maintenance staffs. More About This Property Looking for a good 3 BHK Apartment in Kadubeesanahalli, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 3. Maintenance charges of this property is Rs 3500. This Apartment is availab...",3.0,12.9421555,77.6973034,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
Brigade 7 Gardens,Bangalore,"3 BHK Flat for sale in Subramanyapura, Bangalore",,1.1 Cr,"Happy Valley Layout, Subramanyapura,Bangalore",1395,7880,"Brigade 7 Gardens by Brigade Enterprises Ltd brilliantly harmonizes panache with comfort and takes care of all the needs of a modern family at RR Nagar, Bangalore. An ecstatic blend of spaciousness and contemporary design, these homes encompasses a number of modern amenities ensuring a convenient and enthralling lifestyle. The residences of the project are designed to allow you to savor the benefits of having your privacy as well as community living. Built to perfection, this project offers you with comforts and conveniences to make your each day peaceful and hassle-free. The enchanting living...",3.0,12.9017757,77.5337499,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
 Midhila Deluxe,Bangalore,"3 BHK Flat for sale in Kogilu, Bangalore",,60.0 L,"Prakruthi Nagar, Kogilu,Bangalore",1450,4140,"Looking for a 3 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 3 BHK property in Bengaluru's finest location, Kogilu. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 4 floors. This Apartment is available at a reasonable price of Rs 60.0 L. Maintenance charges in this property is Rs 1450. The built up area of this property is 1450 Square feet. There are 3 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Aditya Institutions, Bangalore, Buddhi Special School, and Brahma Kumaris. Medical facili...",3.0,13.0978966,77.6157367,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwC9Y0cRiHZRz6EQRtPrpglmwQCEHfr7hDusN5aHJzrK6k4TwtlXmII-o&s
Gagan Manjunath Enclave,Bangalore,"2 BHK Flat for sale in RR Nagar, Bangalore",,59.0 L,"RR Nagar, Bangalore",1071,5510,"2 BHK Apartment for sale in Bengaluru. This property is in RR Nagar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 1. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 59.0 L. Monthly maintenance charges come to Rs 2200. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1071 Square ...",2.0,12.9314732,77.5290964,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA-Fj_3qPhtmqo4iJHkXkIZ5B2pBcyIYRyAw&s
"Anekal, Bangalore",Bangalore,"4 BHK Independent House for sale in Anekal, Bangalore",,1.25 Cr,"Anekal, Bangalore",3200,3910,"Property for sale in Anekal, Bengaluru. This 4 BHK Independent House is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.25 Cr. The built-up area is 3200 Square feet. The property has 4 bedrooms and 5 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Aditi Multi Speciality Hospital, Vijaya Nursing Home, and UMA EYE HOSPITAL. Schools like Alliance Business School, Vemana International School, and Leeway Schools are also nea...",4.0,12.9881567,77.6226,https://images.unsplash.com/photo-1484101403633-562f891dc89a?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
VBHC - Serene Town,Bangalore,"3 BHK Flat for sale in Kannamangala, Bangalore",,87.5 L,"Ardendale, Kannamangala,Bangalore",1312,6670,"Looking for a good 3 BHK Apartment in K R Puram, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 7. Total number of floors is 14. Maintenance charges of this property is Rs 5248. This Apartment is available for Rs 87.5 L. This modern unit has a built-up area of 1312 Square feet. The carpet area of this Apartment is 950 Square feet. There are 3 bedrooms and 3 bathroom. It is very close to some of city's best hospitals, such as, Femiint Health Family Clinics, Femint, and Chaithanya Feminy. Established schools, su...",3.0,13.0261316,77.7664705,https://images.pexels.com/photos/259962/pexels-photo-259962.jpeg?auto=compress&cs=tinysrgb&w=1200
"Stage 4, Bommanahalli,Bangalore",Bangalore,"3 BHK Independent House for sale in Bommanahalli, Bangalore",,1.2 Cr,"Stage 4, Bommanahalli,Bangalore",950,12630,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, BTM Layout. The property price of this unit is Rs 1.2 Cr. Monthly maintenance costs Rs 0. The built-up area is 950 Square feet. You can make use of the servant room in this Independent House. There are 3 bedrooms and 3 bathroom. This property enjoys a good view and is East-facing. It is an ideal location for young families with kids, as this property is close to Narayana Etechno School, Rami's Dance Inc, a...",3.0,12.9165102,77.6177675,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG1lJQuZeAz1iEaSRlc9WezxNFe31_2RCYxo6zeDUErELmluUzRdRnbOg&s
Vishnu Woodstock,Bangalore,"3 BHK Flat for sale in Electronic City, Bangalore",,69.0 L,"Electronics City Phase 1, Electronic City,Bangalore",1570,4390,"3 BHK Apartment for sale in Electronic City, Bengaluru. This 3 BHK unit is available in Electronic City and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Electronic City. It is on floor 2. The total number of floors is 4. The price of this Apartment is Rs 69.0 L. Residents in this project also pay monthly maintenance charges of Rs 3500. The built-up area is 1570 Square feet. There are 3 bedrooms and 3 bathroom. This property is at a walking distance from ...",3.0,12.8401783,77.6594569,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG1lJQuZeAz1iEaSRlc9WezxNFe31_2RCYxo6zeDUErELmluUzRdRnbOg&s
"BEL, Vidyaranyapura,Bangalore",Bangalore,"9 BHK Independent House for sale in Vidyaranyapura, Bangalore",,9.0 Cr,"BEL, Vidyaranyapura,Bangalore",12321,7300,"9 BHK Independent House for sale in Bengaluru. This property is in Vidyaranyapura, which is a coveted investment location. This tastefully designed 9 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 9 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 9.0 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 12321 Square feet. The carpet area is 6300 Square feet. It has 0 bathroom and 9 bedrooms. Some of the very well-known and repute...",9.0,13.0770012,77.5581038,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
"Thomas Town, Cooke Town,Bangalore",Bangalore,"6 BHK Independent House for sale in Cooke Town, Bangalore",,2.0 Cr,"Thomas Town, Cooke Town,Bangalore",4000,5000,"Check out this 6 BHK Independent House for sale in Kadugondanahalli, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 6 BHK Independent House is perfect for a modern-day lifestyle. Kadugondanahalli is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 2.0 Cr. This property is a modern-day abode, with 4000 Square feet built-up area. The unit has 6 bedrooms and 3 bathroom. Educational institutions are closeby with schools such as Kendriya Vi...",6.0,13.0065573,77.6224071,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStjQam3Vm0lIzzory2JNyY0lUrja0HcP_e9w&s
"Yelahanka, Bangalore",Bangalore,"10.5 BHK Independent House for sale in Yelahanka, Bangalore",,45.0 L,"Yelahanka, Bangalore",800,5630,"Best 10.5 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 10.5 BHK property for sale in one of Bengaluru's top location, Yelahanka. The property price of this unit is Rs 45.0 L. Monthly maintenance costs Rs 0. The built-up area is 800 Square feet. There are 11 bedrooms and 2 bathroom. This property enjoys a good view and is East-facing. This property in Yelahanka, Bengaluru has lift facility as well. Regular water supply is provided. Kids have their own kids area. This is a gated community. It is an ideal location for ...",5.0,12.9881567,77.6226,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Malleshpalya, Kaggadasapura,Bangalore",Bangalore,"4 BHK Independent House for sale in Kaggadasapura, Bangalore",,2.0 Cr,"Malleshpalya, Kaggadasapura,Bangalore",2000,10000,"Check out this 4 BHK Independent House for sale in Kaggadasapura, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Independent House is perfect for a modern-day lifestyle. Kaggadasapura is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 2.0 Cr. Residents in this property pay Rs 200 towards maintenance. This property is a modern-day abode, with 2000 Square feet built-up area. The unit has 4 bedrooms and 3 bathroom. Educational inst...",4.0,12.976618,77.6730321,https://images.unsplash.com/photo-1621070659899-40b6b6f6731d?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU1fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"K Channasandra, Bangalore",Bangalore,"4 BHK Villa for sale in K Channasandra, Bangalore",,99.0 L,"K Channasandra, Bangalore",2000,4950,"A 4 BHK Villa for sale in K Channasandra, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of K Channasandra's most desired properties. Contact now for more information. The price of this Villa is Rs 1.24 Cr. Each unit has a built-up area of 2000 Square feet. There are 4 bedrooms. There is provision for 3 bathroom. Other facilities include provisions for Garden. Kids have access to a dedicated kids area. This residential property is near Sri Balaji Motor Driving Training School, SLS INTERNATIONAL GURUKUL, and Birla ...",4.0,13.040022,77.6796248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
"Horamavu Agara, Horamavu,Bangalore",Bangalore,"3 BHK Independent House for sale in Horamavu, Bangalore",,75.0 L,"Horamavu Agara, Horamavu,Bangalore",1650,4540,"A 3 BHK Independent House for sale in Horamavu, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Horamavu's most desired properties. Contact now for more information. The price of this Independent House is Rs 76.0 L. Maintenance charges come to Rs 100. Each unit has a built-up area of 1650 Square feet. The carpet area is 750 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near New Millennium School, New Melanium School, and NRITHYA SCHOOL OF MUSIC AND DANCE. It i...",3.0,13.037817,77.6504617,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
