PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Gulati Dream Home In Rohini Sec 22,"4 BHK Independent House for sale in Sector 22 Rohini, New Delhi",,New Delhi,35.0 L,"Sector 22 Rohini, New Delhi",950,3680,"Best 4 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Delhi's top location, Rohini. The property price of this unit is Rs 35.0 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 500 Square feet. The built-up area is 950 Square feet. There are 4 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Indraprastha Public School, GD Goenka Public School, Rohini, and School Of Specialized Excellence, Delhi Government Scho...",4.0,28.7194508,77.067249,https://images.pexels.com/photos/276724/pexels-photo-276724.jpeg?auto=compress&cs=tinysrgb&w=1200
Royal Residency,"2 BHK Flat for sale in Mandi, New Delhi",,New Delhi,33.0 L,"Mandi, New Delhi",882,3740,"Check out this 2 BHK Apartment for sale in Mandi, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Mandi is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 4. The property's price is Rs 33.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 882 Square feet built-up area. Educational institutions are clo...",2.0,28.6256122,77.2341966,https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg?auto=compress&cs=tinysrgb&w=800
"Sector 14 Rohini, New Delhi","10 BHK Independent House for sale in Sector 14 Rohini, New Delhi",,New Delhi,25.0 Cr,"Sector 14 Rohini, New Delhi",2045,1220,"Looking for a 10 BHK Independent House for sale in Delhi? Your search ends here. Buy this 10 BHK property in Delhi's finest location, Rohini. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 25.0 Cr. The built up area of this property is 2045 Square feet. It is spacious for a family and this property has a carpet area of 2045 Square feet. This property is South-West facing. There are 10 bedrooms and 9 bathroom. Servant room is also present. There are a number of reputed schools in the vicinity such as Mount Abu...",10.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
"Naraina Village, Naraina,New Delhi","10 BHK Independent House for sale in Naraina, New Delhi",,New Delhi,3.6 Cr,"Naraina Village, Naraina,New Delhi",1125,32000,"One of the finest property in Naraina is now available for sale. This is a 10 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 3.6 Cr. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 1125 Square feet. This property ensures you are a quick distance away from the city's best schools such as Gyan Mandir Public School, TC Global - West Delhi (formerly The Chopras Group), and A to Z Training Institute. It is also close to good and reputed hospital...",10.0,28.6184894,77.1365918,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
"Ramesh Park, Laxmi Nagar,New Delhi","2 BHK Independent House for sale in Laxmi Nagar, New Delhi",,New Delhi,2.2 Cr,"Ramesh Park, Laxmi Nagar,New Delhi",900,24440,"Looking for a good 2 BHK Independent House in Laxmi Nagar, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 2.2 Cr. This modern unit has a built-up area of 900 Square feet. It is very close to some of city's best hospitals, such as, Indraprastha Apollo Hospital, Makkar Multispeciality Hospital, and Metro Hospital & Cancer Institute: Best Cancer Hospital in Delhi Ncr, India. Established schools, such as Central Board of Secondary Education of India, Dr.Yogi ...",2.0,28.6356772,77.2700229,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
"naraina vihar,Naraina Vihar, Naraina,New Delhi","2 BHK Flat for sale in Naraina, New Delhi",,New Delhi,1.3 Cr,"naraina vihar,Naraina Vihar, Naraina,New Delhi",668,19460,"Property for sale in Naraina, Delhi. This 2 BHK Apartment is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 2. This Apartment's price is Rs 1.3 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 668 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Army Hospital, Deen Dayal Upadhyay Hospital, and Army Base Hospital Delhi. School...",2.0,28.6378263,77.141241,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
"Mehrauli, New Delhi","1 BHK Flat for sale in Mehrauli, New Delhi",,New Delhi,15.0 L,"Mehrauli, New Delhi",495,3030,"Looking for a good 1 BHK Apartment in Mehrauli, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 4. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 15.0 L. This modern unit has a built-up area of 495 Square feet. It is very close to some of city's best hospitals, such as, Institute of Liver and Biliary Sciences, Fortis Flt. Lt. Rajan Dhall Hospital, and Vikas Hospital. Established schools, such as Bachpan Play School, Mehrauli, Dr Anjali Nagpal, and Sajjad Cl...",1.0,28.5177553,77.1714281,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
"Sector 25 Rohini, New Delhi","5 BHK Independent House for sale in Sector 25 Rohini, New Delhi",,New Delhi,1.5 Cr,"Sector 25 Rohini, New Delhi",1500,10000,"Best 5 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 5 BHK property for sale in one of Delhi's top location, Rohini. The property price of this unit is Rs 1.5 Cr. Monthly maintenance costs Rs 0. The built-up area is 1500 Square feet. It is an ideal location for young families with kids, as this property is close to Disha Enterprises, LET'S LEARN & PLAY PLAYSCHOOL, ROHINI SECTOR 1, NEW DELHI, and Rathi Public School. Healthcare facility is also close at hand with ADARSH HOSPITAL, Maternity n Child Health Care Centre, ...",5.0,28.713012,77.1264429,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTV8fGhvdXNlfGVufDB8fDB8fHww
DDA LIG FLATS,"1 BHK Flat for sale in Sector 34 Rohini, New Delhi",,New Delhi,22.0 L,"Sector 34 Rohini, New Delhi",315,6980,"A 1 BHK Apartment for sale in Sector 34 Rohini, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Sector 34 Rohini's most desired properties. Contact now for more information. This 1 BHK unit is on floor 0. There are 5 floors in this property. The price of this Apartment is Rs 22.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 315 Square feet. There are 1 bedroom. This residential property is near K D Model School, bhawya public school, and Puth Khurd Village. It is also close to Maharishi Valm...",1.0,28.713012,77.1264429,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
"Fateh Nagar, New Delhi","8 BHK Independent House for sale in Fateh Nagar, New Delhi",,New Delhi,1.8 Cr,"Fateh Nagar, New Delhi",3100,5810,"8 BHK Independent House for sale in Fateh Nagar, Delhi. This 8 BHK unit is available in Fateh Nagar and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Fateh Nagar. The price of this Independent House is Rs 1.8 Cr. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 3100 Square feet. This property is at a walking distance from Eye7 Chaudhary Eye Centre, Deen Dayal Upadhyay Hospital, and Kukreja Hospital and Heart Cen...",8.0,28.6332875,77.0989997,https://plus.unsplash.com/premium_photo-1661883982941-50af7720a6ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8YmVhdXRpZnVsJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Janakpuri, New Delhi","4 BHK Flat for sale in Janakpuri, New Delhi",,New Delhi,3.2 Cr,"Janakpuri, New Delhi",2000,16000,"Looking for a good 4 BHK Apartment in Janakpuri, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 3. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 3.2 Cr. This modern unit has a built-up area of 2000 Square feet. It is very close to some of city's best hospitals, such as, Eye7 Chaudhary Eye Centre, Deen Dayal Upadhyay Hospital, and Sanjay Gandhi Memorial Hospital. Established schools, such as Broadways Public School, CMC IT Education and Training, and Tiny ...",4.0,28.6116644,77.1051654,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
DDA Flat,"3 BHK Flat for sale in Kalu Sarai, New Delhi",,New Delhi,1.7 Cr,"Kalu Sarai, New Delhi",950,17890,"3 BHK Apartment for sale in Delhi. This property is in Kalu Sarai, which is a coveted investment location. This tastefully designed 3 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 1.7 Cr. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 950 Square feet. Some of ...",3.0,28.536917,77.1881324,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
Golf Link DDA,"1 BHK Flat for sale in Sector 23B Dwarka, New Delhi",,New Delhi,24.95 L,"Sector 23B Dwarka, New Delhi",400,6240,"Looking for a good 1 BHK Apartment in Sector 23, Dwarka, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 4. Maintenance charges of this property is Rs 200. This Apartment is available for Rs 24.95 L. This modern unit has a built-up area of 400 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Venkateshwar Hospital, Centre for Sight Eye Institute, and Ambe Hospital. Established schools, such as Gopi Kitesurfing, SDMC girls school, an...",1.0,28.5592725,77.0666248,https://media.istockphoto.com/id/1213695547/photo/3d-rendering-of-an-elegant-bedroom.webp?a=1&b=1&s=612x612&w=0&k=20&c=jswcSM68zoLPkx-BAfIGp1gedm_Zx4O-DElOKp4LrGo=
"Wazirabad, New Delhi","1 BHK Independent House for sale in Wazirabad, New Delhi",,New Delhi,30.0 L,"Wazirabad, New Delhi",675,4440,"A 1 BHK Independent House for sale in Wazirabad, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Wazirabad's most desired properties. Contact now for more information. The price of this Independent House is Rs 30.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 675 Square feet. There are 1 bedroom. This residential property is near A.P.J. Convent School, Rama Public School, and Naresh Commerce Classes. It is also close to SPUHC Jagatpur, Divine Multi Speciality Hospital, and Divine Hospital",1.0,28.7048696,77.2277523,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
"Rohini sector 23 ,Sector 23 Rohini , New Delhi","2 BHK Flat for sale in Sector 23 Rohini , New Delhi",,New Delhi,74.0 L,"Rohini sector 23 ,Sector 23 Rohini , New Delhi",1300,5690,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Rohini. It is situated on floor 1. The total number of floors in this Apartment is 4. The property price of this unit is Rs 74.0 L. The built-up area is 1300 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to ATHULYA GIRLS INTERNATIONAL SCHOOL, Nigam Pratibha Balika/Bal Vidyalaya, Rohini Sector-23,Delhi-110085, and Maxfort School. Health...",2.0,28.7222935,77.0805272,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP_PwpC1OYnhS3DnBsvvlHPLiDIDM7wehSA&s
Anekant Apartment,"4 BHK Flat for sale in Dallupura, New Delhi",,New Delhi,1.14 Cr,"Dallupura, New Delhi",1250,9120,"Looking for a good 4 BHK Apartment in Vasundhara Enclave, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 3. Maintenance charges of this property is Rs 1500. This Apartment is available for Rs 1.14 Cr. This modern unit has a built-up area of 1250 Square feet. There are 4 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Kailash Hospital Noida, Dharamshila Narayana Superspeciality Hospital, and Metro Hospital & Heart Institute. Established schools, such as ...",4.0,28.5972103,77.3298821,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTem4jAshPAqwp9TFZHOe5Ur3KGxxXWB8-f-A&s
Savera Appartments,"2 BHK Flat for sale in Sector 13 Rohini, New Delhi",,New Delhi,1.75 Cr,"Sector 13 Rohini, New Delhi",900,19440,"2 BHK Apartment for sale in Rohini, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Rohini which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Rohini. The property is on floor 1 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 1.75 Cr. It is a very spacious property, spread over 900 Square feet. The built-up area is 900 Square feet. This property has provision for 2 bathroom. It enjoys a strategi...",2.0,28.713012,77.1264429,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
